84.25889,34.18611,MILTON
84.25889,34.18222,MILTON
84.25889,34.17861,MILTON
84.25889,34.15306,MILTON
84.25889,34.14583,MILTON
84.25889,34.10944,MILTON
84.25417,34.10500,MILTON
84.23056,34.09667,MILTON
84.23000,34.09639,MILTON
84.21361,34.09917,MILTON
84.18639,34.08333,MILTON
84.17944,34.07222,MILTON
84.17917,34.06972,MILTON
84.16250,34.06639,MILTON
84.14389,34.05500,MILTON
84.13361,34.05722,MILTON
84.09750,34.05083,MILTON
84.09806,34.04972,MILTON
84.11639,34.03667,MILTON
84.12194,34.03444,MILTON
84.14222,34.02972,MILTON
84.14278,34.02972,MILTON
84.15722,34.03250,MILTON
84.16917,34.02833,MILTON
84.18056,34.00000,MILTON
84.19139,33.99111,MILTON
84.20278,33.98944,MILTON
84.20500,33.99056,MILTON
84.21250,34.00389,MILTON
84.21306,34.00389,MILTON
84.22778,34.00361,MILTON
84.24889,33.99750,MILTON
84.25556,33.98556,MILTON
84.25944,33.98722,MILTON
84.26306,33.98639,MILTON
84.26306,33.97333,MILTON
84.25806,33.96806,MILTON
84.27306,33.95861,MILTON
84.27694,33.95778,MILTON
84.28083,33.95583,MILTON
84.28417,33.95639,MILTON
84.30278,33.96028,MILTON
84.30417,33.96083,MILTON
84.33722,33.97056,MILTON
84.34639,33.96639,MILTON
84.34722,33.96750,MILTON
84.34694,33.98722,MILTON
84.34667,34.00417,MILTON
84.35694,34.00222,MILTON
84.36139,34.02417,MILTON
84.36250,34.02444,MILTON
84.39417,34.00278,MILTON
84.39444,34.00278,MILTON
84.39444,34.00278,MILTON
84.40083,34.00778,MILTON
84.39833,34.02222,MILTON
84.40278,34.03583,MILTON
84.41111,34.04944,MILTON
84.41833,34.05306,MILTON
84.41917,34.05528,MILTON
84.41889,34.07333,MILTON
84.41889,34.07361,MILTON
84.41833,34.10889,MILTON
84.39944,34.10972,MILTON
84.38778,34.11972,MILTON
84.36194,34.12389,MILTON
84.35694,34.15500,MILTON
84.36028,34.16222,MILTON
84.35583,34.17389,MILTON
84.35528,34.17472,MILTON
84.35333,34.17611,MILTON
84.35194,34.17667,MILTON
84.32833,34.18639,MILTON
