81.90472,32.73917
81.90250,32.73750
81.90250,32.73722
81.89528,32.72250
81.89500,32.72194
81.89944,32.71139
81.89917,32.71111
81.87917,32.71056
81.88278,32.69889
81.88222,32.69694
81.88139,32.69500
81.87111,32.68778
81.86944,32.68417
81.86806,32.68083
81.86611,32.66306
81.86389,32.66111
81.85250,32.65306
81.84583,32.64972
81.84111,32.64917
81.82917,32.65333
81.82694,32.65306
81.80222,32.64333
81.80111,32.62972
81.79194,32.62833
81.77472,32.60750
81.74861,32.59833
81.73333,32.58611
81.73000,32.57444
81.70778,32.56583
81.68944,32.54667
81.67722,32.54861
81.66083,32.53667
81.65694,32.54028
81.64778,32.52778
81.64000,32.53222
81.61750,32.52528
81.61639,32.51583
81.59833,32.50722
81.59583,32.50667
81.57889,32.51278
81.56167,32.50167
81.56194,32.49722
81.54750,32.48972
81.54778,32.48722
81.53611,32.48278
81.53583,32.48222
81.54250,32.46667
81.53167,32.46667
81.52667,32.45167
81.52639,32.45000
81.53889,32.43556
81.53556,32.42250
81.54361,32.41694
81.53333,32.40667
81.53444,32.39417
81.53361,32.39222
81.52278,32.39222
81.52306,32.38056
81.50861,32.37056
81.50667,32.35694
81.49083,32.35111
81.48750,32.33417
81.46611,32.32861
81.46611,32.31361
81.45333,32.30667
81.45056,32.28361
81.44000,32.27500
81.43861,32.27194
81.43556,32.26000
81.43278,32.24556
81.43278,32.24500
81.43306,32.24444
81.43583,32.24139
81.43583,32.24139
81.61306,32.19306
81.62472,32.18972
81.68861,32.17472
81.78194,32.15250
81.78389,32.15167
81.78472,32.15194
81.79917,32.16194
81.81444,32.16306
81.82667,32.17083
81.84250,32.19111
81.86528,32.19333
81.88750,32.18306
81.89667,32.18833
81.90444,32.18389
81.91278,32.18417
81.91472,32.18306
81.93083,32.18222
81.93111,32.18250
81.93472,32.18444
81.93500,32.18472
81.93667,32.18583
81.96333,32.20806
81.96556,32.21083
81.95667,32.23583
81.95667,32.23639
81.96056,32.24444
81.95611,32.25222
81.96361,32.26278
81.96722,32.26750
81.96889,32.26861
81.96972,32.26944
81.97389,32.27556
81.97472,32.27611
81.98278,32.27667
82.00806,32.28833
82.00944,32.28917
82.03694,32.30361
82.03750,32.30444
82.03750,32.30500
82.03611,32.30889
82.03722,32.31222
82.03722,32.31389
82.03722,32.31528
82.03694,32.32139
82.03556,32.36389
82.03417,32.41389
82.03028,32.53889
82.02694,32.55528
82.00139,32.60694
81.98861,32.64139
81.99083,32.64972
81.97972,32.66111
81.97972,32.66139
81.98444,32.68306
81.98417,32.68333
81.98194,32.68667
81.95889,32.69639
81.95556,32.71028
81.94083,32.72056
81.94083,32.73139
81.94028,32.73167
81.92000,32.73778
81.91056,32.74000
81.90611,32.74028
