84.86194,33.22361,TROUP
84.86222,33.20750,TROUP
84.87194,33.20750,TROUP
84.86250,33.19917,TROUP
84.86222,33.19111,TROUP
84.86333,33.03583,TROUP
84.86472,32.96861,TROUP
84.86167,32.96083,TROUP
84.86167,32.87250,TROUP
84.86194,32.86861,TROUP
85.09944,32.87028,TROUP
85.09944,32.86667,TROUP
85.10861,32.86667,TROUP
85.10889,32.87028,TROUP
85.18417,32.87056,TROUP
85.18472,32.87056,TROUP
85.18861,32.88972,TROUP
85.23639,33.12944,TROUP
85.11750,33.16361,TROUP
85.11750,33.17028,TROUP
85.11750,33.17861,TROUP
85.10778,33.17833,TROUP
85.10806,33.19500,TROUP
85.08778,33.18667,TROUP
85.08806,33.17194,TROUP
85.06444,33.17861,TROUP
85.05833,33.18333,TROUP
85.04528,33.18167,TROUP
85.04083,33.18833,TROUP
84.93889,33.22472,TROUP
