82.64611,33.98472,WILKES
82.60583,33.86000,WILKES
82.57944,33.87444,WILKES
82.57694,33.87389,WILKES
82.57222,33.86639,WILKES
82.57194,33.86556,WILKES
82.57306,33.85694,WILKES
82.58389,33.83944,WILKES
82.59583,33.82917,WILKES
82.57306,33.78528,WILKES
82.47944,33.63944,WILKES
82.49972,33.65444,WILKES
82.50528,33.65139,WILKES
82.50722,33.66000,WILKES
82.52250,33.64500,WILKES
82.53667,33.64944,WILKES
82.54361,33.63861,WILKES
82.55556,33.64278,WILKES
82.55639,33.63389,WILKES
82.56194,33.64444,WILKES
82.57222,33.63861,WILKES
82.58222,33.65194,WILKES
82.57694,33.63639,WILKES
82.58056,33.63278,WILKES
82.58861,33.64222,WILKES
82.60806,33.63417,WILKES
82.60694,33.62556,WILKES
82.61444,33.63389,WILKES
82.61694,33.63278,WILKES
82.61750,33.63250,WILKES
82.62389,33.62111,WILKES
82.62389,33.62028,WILKES
82.61694,33.61222,WILKES
82.63306,33.61111,WILKES
82.64333,33.61806,WILKES
82.64361,33.61778,WILKES
82.64333,33.60694,WILKES
82.64972,33.60889,WILKES
82.65556,33.60667,WILKES
82.65222,33.59639,WILKES
82.65278,33.59639,WILKES
82.66167,33.60389,WILKES
82.66500,33.60444,WILKES
82.68000,33.60000,WILKES
82.68778,33.60278,WILKES
82.68806,33.60306,WILKES
82.69222,33.62000,WILKES
82.70778,33.61806,WILKES
82.71667,33.60694,WILKES
82.71694,33.60694,WILKES
82.71917,33.61556,WILKES
82.74528,33.61139,WILKES
82.74917,33.61861,WILKES
82.75556,33.61639,WILKES
82.75556,33.61667,WILKES
82.76389,33.62361,WILKES
82.80528,33.64750,WILKES
82.80861,33.65056,WILKES
82.81306,33.65583,WILKES
82.82111,33.65500,WILKES
82.83278,33.65111,WILKES
82.85000,33.63944,WILKES
82.86944,33.64250,WILKES
82.88056,33.62667,WILKES
82.87361,33.62278,WILKES
82.87750,33.62028,WILKES
82.87806,33.62028,WILKES
82.87889,33.62056,WILKES
82.87972,33.62083,WILKES
82.88361,33.62472,WILKES
82.89028,33.63278,WILKES
82.89056,33.63306,WILKES
82.89167,33.63472,WILKES
82.94917,33.73333,WILKES
82.95778,33.74778,WILKES
82.96000,33.75194,WILKES
82.96333,33.75528,WILKES
82.98722,33.78083,WILKES
82.98639,33.78556,WILKES
82.97667,33.80194,WILKES
82.96111,33.81139,WILKES
82.94472,33.84611,WILKES
82.94222,33.84889,WILKES
82.92583,33.85250,WILKES
82.92222,33.85667,WILKES
82.91528,33.87278,WILKES
82.91306,33.87528,WILKES
82.89000,33.89583,WILKES
82.88361,33.91222,WILKES
82.87417,33.92194,WILKES
82.87361,33.92250,WILKES
82.85472,33.92806,WILKES
82.84806,33.94000,WILKES
82.82611,33.94083,WILKES
82.80611,33.95056,WILKES
82.79750,33.94972,WILKES
82.79389,33.94917,WILKES
82.78111,33.96861,WILKES
82.77972,33.97056,WILKES
82.77944,33.97083,WILKES
82.77417,33.97222,WILKES
82.75528,33.97194,WILKES
82.72667,33.98417,WILKES
82.72500,33.98444,WILKES
82.70056,33.98139,WILKES
82.65528,33.99083,WILKES
82.65417,33.99056,WILKES
