Shape,Part,X,Y,NAME
288,1,83°00′27″ W,33°35′15″ N,GREENE
288,1,83°00′51″ W,33°34′50″ N,GREENE
288,1,82°59′10″ W,33°31′13″ N,GREENE
288,1,82°59′09″ W,33°29′23″ N,GREENE
288,1,83°00′47″ W,33°28′09″ N,GREENE
288,1,83°09′52″ W,33°21′18″ N,GREENE
288,1,83°10′11″ W,33°22′13″ N,GREENE
288,1,83°10′12″ W,33°22′14″ N,GREENE
288,1,83°11′17″ W,33°23′33″ N,GREENE
288,1,83°11′25″ W,33°23′36″ N,GREENE
288,1,83°11′50″ W,33°23′45″ N,GREENE
288,1,83°12′52″ W,33°22′51″ N,GREENE
288,1,83°13′24″ W,33°22′46″ N,GREENE
288,1,83°13′27″ W,33°22′47″ N,GREENE
288,1,83°12′45″ W,33°24′00″ N,GREENE
288,1,83°12′46″ W,33°24′02″ N,GREENE
288,1,83°13′34″ W,33°24′17″ N,GREENE
288,1,83°14′38″ W,33°23′54″ N,GREENE
288,1,83°14′39″ W,33°23′57″ N,GREENE
288,1,83°14′23″ W,33°25′09″ N,GREENE
288,1,83°15′46″ W,33°26′37″ N,GREENE
288,1,83°15′26″ W,33°27′22″ N,GREENE
288,1,83°16′34″ W,33°27′58″ N,GREENE
288,1,83°16′39″ W,33°28′05″ N,GREENE
288,1,83°16′48″ W,33°29′00″ N,GREENE
288,1,83°16′37″ W,33°29′39″ N,GREENE
288,1,83°17′03″ W,33°30′29″ N,GREENE
288,1,83°16′50″ W,33°31′25″ N,GREENE
288,1,83°16′09″ W,33°32′00″ N,GREENE
288,1,83°16′15″ W,33°32′13″ N,GREENE
288,1,83°16′41″ W,33°32′41″ N,GREENE
288,1,83°17′13″ W,33°32′35″ N,GREENE
288,1,83°17′19″ W,33°32′38″ N,GREENE
288,1,83°18′14″ W,33°33′19″ N,GREENE
288,1,83°18′15″ W,33°33′20″ N,GREENE
288,1,83°18′12″ W,33°33′47″ N,GREENE
288,1,83°18′12″ W,33°33′48″ N,GREENE
288,1,83°18′40″ W,33°33′47″ N,GREENE
288,1,83°18′44″ W,33°33′51″ N,GREENE
288,1,83°19′35″ W,33°35′03″ N,GREENE
288,1,83°20′11″ W,33°35′17″ N,GREENE
288,1,83°20′17″ W,33°35′51″ N,GREENE
288,1,83°20′57″ W,33°35′50″ N,GREENE
288,1,83°20′59″ W,33°36′50″ N,GREENE
288,1,83°21′33″ W,33°37′18″ N,GREENE
288,1,83°22′09″ W,33°39′14″ N,GREENE
288,1,83°22′51″ W,33°39′42″ N,GREENE
288,1,83°23′43″ W,33°41′26″ N,GREENE
288,1,83°24′22″ W,33°41′54″ N,GREENE
288,1,83°17′28″ W,33°44′01″ N,GREENE
288,1,83°17′47″ W,33°44′36″ N,GREENE
288,1,83°16′51″ W,33°45′42″ N,GREENE
288,1,83°16′51″ W,33°45′42″ N,GREENE
294,1,84°32′34″ W,31°04′45″ N,DECATUR
294,1,84°30′30″ W,31°04′42″ N,DECATUR
294,1,84°30′08″ W,31°04′42″ N,DECATUR
294,1,84°22′35″ W,31°04′44″ N,DECATUR
294,1,84°12′58″ W,31°04′44″ N,DECATUR
294,1,84°13′02″ W,30°53′45″ N,DECATUR
294,1,84°13′12″ W,30°44′16″ N,DECATUR
294,1,84°14′58″ W,30°43′31″ N,DECATUR
294,1,84°14′59″ W,30°42′51″ N,DECATUR
294,1,84°16′09″ W,30°42′14″ N,DECATUR
294,1,84°16′52″ W,30°41′07″ N,DECATUR
294,1,84°22′30″ W,30°41′23″ N,DECATUR
294,1,84°22′51″ W,30°41′24″ N,DECATUR
294,1,84°28′28″ W,30°41′34″ N,DECATUR
294,1,84°38′41″ W,30°42′07″ N,DECATUR
294,1,84°51′48″ W,30°42′41″ N,DECATUR
294,1,84°51′53″ W,30°42′42″ N,DECATUR
294,1,84°52′11″ W,30°43′19″ N,DECATUR
294,1,84°53′02″ W,30°43′57″ N,DECATUR
294,1,84°53′46″ W,30°45′02″ N,DECATUR
294,1,84°54′49″ W,30°45′08″ N,DECATUR
294,1,84°54′50″ W,30°45′11″ N,DECATUR
294,1,84°54′52″ W,30°45′13″ N,DECATUR
294,1,84°55′12″ W,30°45′58″ N,DECATUR
294,1,84°55′05″ W,30°46′41″ N,DECATUR
294,1,84°55′42″ W,30°47′35″ N,DECATUR
294,1,84°56′15″ W,30°49′15″ N,DECATUR
294,1,84°56′07″ W,30°50′06″ N,DECATUR
294,1,84°55′32″ W,30°50′34″ N,DECATUR
294,1,84°56′23″ W,30°52′21″ N,DECATUR
294,1,84°56′04″ W,30°53′01″ N,DECATUR
294,1,84°58′00″ W,30°55′02″ N,DECATUR
294,1,84°58′16″ W,30°55′41″ N,DECATUR
294,1,84°58′59″ W,30°56′05″ N,DECATUR
294,1,84°58′48″ W,30°57′41″ N,DECATUR
294,1,84°58′57″ W,30°57′56″ N,DECATUR
294,1,85°00′18″ W,30°58′29″ N,DECATUR
294,1,85°00′21″ W,30°58′33″ N,DECATUR
294,1,85°00′09″ W,31°00′02″ N,DECATUR
294,1,84°59′58″ W,31°00′50″ N,DECATUR
294,1,85°00′34″ W,31°01′57″ N,DECATUR
294,1,85°00′41″ W,31°03′13″ N,DECATUR
294,1,85°01′43″ W,31°04′28″ N,DECATUR
294,1,85°01′43″ W,31°04′32″ N,DECATUR
294,1,84°55′21″ W,31°04′21″ N,DECATUR
294,1,84°52′04″ W,31°04′16″ N,DECATUR
294,1,84°43′51″ W,31°04′09″ N,DECATUR
294,1,84°38′45″ W,31°04′05″ N,DECATUR
294,1,84°38′43″ W,31°04′46″ N,DECATUR
294,1,84°38′42″ W,31°04′46″ N,DECATUR
294,1,84°38′41″ W,31°04′46″ N,DECATUR
299,1,84°17′55″ W,32°59′29″ N,UPSON
299,1,84°17′21″ W,32°59′29″ N,UPSON
299,1,84°16′13″ W,32°59′28″ N,UPSON
299,1,84°15′00″ W,32°59′26″ N,UPSON
299,1,84°07′20″ W,32°59′23″ N,UPSON
299,1,84°07′24″ W,32°55′56″ N,UPSON
299,1,84°07′27″ W,32°50′58″ N,UPSON
299,1,84°08′58″ W,32°48′04″ N,UPSON
299,1,84°11′44″ W,32°42′13″ N,UPSON
299,1,84°11′46″ W,32°42′10″ N,UPSON
299,1,84°11′50″ W,32°41′09″ N,UPSON
299,1,84°11′52″ W,32°41′07″ N,UPSON
299,1,84°12′09″ W,32°41′24″ N,UPSON
299,1,84°12′41″ W,32°42′05″ N,UPSON
299,1,84°13′11″ W,32°43′14″ N,UPSON
299,1,84°14′11″ W,32°43′16″ N,UPSON
299,1,84°13′59″ W,32°44′11″ N,UPSON
299,1,84°14′09″ W,32°44′18″ N,UPSON
299,1,84°14′26″ W,32°44′17″ N,UPSON
299,1,84°15′15″ W,32°43′19″ N,UPSON
299,1,84°15′23″ W,32°43′22″ N,UPSON
299,1,84°15′48″ W,32°44′23″ N,UPSON
299,1,84°17′04″ W,32°44′40″ N,UPSON
299,1,84°17′11″ W,32°44′51″ N,UPSON
299,1,84°18′04″ W,32°45′40″ N,UPSON
299,1,84°18′05″ W,32°45′41″ N,UPSON
299,1,84°18′58″ W,32°45′20″ N,UPSON
299,1,84°20′10″ W,32°45′35″ N,UPSON
299,1,84°21′01″ W,32°46′57″ N,UPSON
299,1,84°21′08″ W,32°47′00″ N,UPSON
299,1,84°21′13″ W,32°47′01″ N,UPSON
299,1,84°21′20″ W,32°46′25″ N,UPSON
299,1,84°21′23″ W,32°46′25″ N,UPSON
299,1,84°22′49″ W,32°46′45″ N,UPSON
299,1,84°22′57″ W,32°46′49″ N,UPSON
299,1,84°23′28″ W,32°47′13″ N,UPSON
299,1,84°24′06″ W,32°48′58″ N,UPSON
299,1,84°24′30″ W,32°49′35″ N,UPSON
299,1,84°24′54″ W,32°50′04″ N,UPSON
299,1,84°25′16″ W,32°50′20″ N,UPSON
299,1,84°25′57″ W,32°50′19″ N,UPSON
299,1,84°26′01″ W,32°50′18″ N,UPSON
299,1,84°26′03″ W,32°50′17″ N,UPSON
299,1,84°26′34″ W,32°49′31″ N,UPSON
299,1,84°26′54″ W,32°49′30″ N,UPSON
299,1,84°27′24″ W,32°49′43″ N,UPSON
299,1,84°27′59″ W,32°51′07″ N,UPSON
299,1,84°27′59″ W,32°51′07″ N,UPSON
299,1,84°28′02″ W,32°51′11″ N,UPSON
299,1,84°29′22″ W,32°51′21″ N,UPSON
299,1,84°29′24″ W,32°51′25″ N,UPSON
299,1,84°28′31″ W,32°52′32″ N,UPSON
299,1,84°28′32″ W,32°52′35″ N,UPSON
299,1,84°28′33″ W,32°52′37″ N,UPSON
299,1,84°30′25″ W,32°52′54″ N,UPSON
299,1,84°30′30″ W,32°52′58″ N,UPSON
299,1,84°30′34″ W,32°53′02″ N,UPSON
299,1,84°30′43″ W,32°54′47″ N,UPSON
299,1,84°31′36″ W,32°54′49″ N,UPSON
299,1,84°31′37″ W,32°54′51″ N,UPSON
299,1,84°31′41″ W,32°55′40″ N,UPSON
299,1,84°31′08″ W,32°56′54″ N,UPSON
299,1,84°31′08″ W,32°57′02″ N,UPSON
299,1,84°31′08″ W,32°57′03″ N,UPSON
299,1,84°31′10″ W,32°57′09″ N,UPSON
299,1,84°32′00″ W,32°57′42″ N,UPSON
299,1,84°32′03″ W,32°57′46″ N,UPSON
299,1,84°32′04″ W,32°57′51″ N,UPSON
299,1,84°31′57″ W,32°58′08″ N,UPSON
299,1,84°31′53″ W,32°58′13″ N,UPSON
299,1,84°31′49″ W,32°58′14″ N,UPSON
299,1,84°31′37″ W,32°58′14″ N,UPSON
299,1,84°30′21″ W,32°58′21″ N,UPSON
299,1,84°29′24″ W,32°59′37″ N,UPSON
357,1,82°59′02″ W,33°26′51″ N,HANCOCK
357,1,82°57′20″ W,33°27′11″ N,HANCOCK
357,1,82°56′23″ W,33°26′34″ N,HANCOCK
357,1,82°54′21″ W,33°26′18″ N,HANCOCK
357,1,82°52′55″ W,33°26′44″ N,HANCOCK
357,1,82°52′23″ W,33°26′47″ N,HANCOCK
357,1,82°51′08″ W,33°26′36″ N,HANCOCK
357,1,82°51′07″ W,33°26′36″ N,HANCOCK
357,1,82°50′31″ W,33°25′54″ N,HANCOCK
357,1,82°50′26″ W,33°25′52″ N,HANCOCK
357,1,82°50′03″ W,33°26′07″ N,HANCOCK
357,1,82°49′26″ W,33°25′38″ N,HANCOCK
357,1,82°49′22″ W,33°25′34″ N,HANCOCK
357,1,82°49′21″ W,33°23′59″ N,HANCOCK
357,1,82°49′40″ W,33°23′35″ N,HANCOCK
357,1,82°49′23″ W,33°23′24″ N,HANCOCK
357,1,82°49′05″ W,33°23′14″ N,HANCOCK
357,1,82°49′19″ W,33°22′26″ N,HANCOCK
357,1,82°48′00″ W,33°21′44″ N,HANCOCK
357,1,82°47′52″ W,33°21′24″ N,HANCOCK
357,1,82°47′58″ W,33°19′50″ N,HANCOCK
357,1,82°47′20″ W,33°19′08″ N,HANCOCK
357,1,82°47′38″ W,33°18′37″ N,HANCOCK
357,1,82°46′54″ W,33°18′23″ N,HANCOCK
357,1,82°46′55″ W,33°16′15″ N,HANCOCK
357,1,82°47′09″ W,33°16′04″ N,HANCOCK
357,1,82°45′21″ W,33°15′13″ N,HANCOCK
357,1,82°44′49″ W,33°14′51″ N,HANCOCK
357,1,82°44′46″ W,33°14′46″ N,HANCOCK
357,1,82°44′54″ W,33°14′18″ N,HANCOCK
357,1,82°46′42″ W,33°14′17″ N,HANCOCK
357,1,82°47′56″ W,33°13′18″ N,HANCOCK
357,1,82°49′33″ W,33°12′39″ N,HANCOCK
357,1,82°49′53″ W,33°12′07″ N,HANCOCK
357,1,82°51′15″ W,33°11′49″ N,HANCOCK
357,1,82°51′21″ W,33°11′44″ N,HANCOCK
357,1,82°52′01″ W,33°10′53″ N,HANCOCK
357,1,82°53′20″ W,33°08′19″ N,HANCOCK
357,1,82°54′04″ W,33°07′43″ N,HANCOCK
357,1,82°54′53″ W,33°07′36″ N,HANCOCK
357,1,82°55′35″ W,33°06′59″ N,HANCOCK
357,1,82°57′00″ W,33°06′28″ N,HANCOCK
357,1,82°58′12″ W,33°06′33″ N,HANCOCK
357,1,82°59′27″ W,33°05′26″ N,HANCOCK
357,1,83°00′29″ W,33°04′51″ N,HANCOCK
357,1,83°00′32″ W,33°04′50″ N,HANCOCK
357,1,83°03′08″ W,33°04′51″ N,HANCOCK
357,1,83°03′11″ W,33°04′50″ N,HANCOCK
357,1,83°04′22″ W,33°03′52″ N,HANCOCK
357,1,83°04′25″ W,33°03′50″ N,HANCOCK
357,1,83°05′04″ W,33°03′49″ N,HANCOCK
357,1,83°06′02″ W,33°03′00″ N,HANCOCK
357,1,83°06′33″ W,33°04′20″ N,HANCOCK
357,1,83°07′08″ W,33°04′59″ N,HANCOCK
357,1,83°06′29″ W,33°07′07″ N,HANCOCK
357,1,83°06′38″ W,33°07′38″ N,HANCOCK
357,1,83°05′53″ W,33°08′00″ N,HANCOCK
357,1,83°05′41″ W,33°08′40″ N,HANCOCK
357,1,83°05′50″ W,33°09′05″ N,HANCOCK
357,1,83°06′27″ W,33°09′13″ N,HANCOCK
357,1,83°15′03″ W,33°11′11″ N,HANCOCK
357,1,83°15′28″ W,33°11′18″ N,HANCOCK
357,1,83°16′27″ W,33°11′14″ N,HANCOCK
357,1,83°16′30″ W,33°11′22″ N,HANCOCK
357,1,83°16′31″ W,33°11′29″ N,HANCOCK
357,1,83°16′31″ W,33°11′31″ N,HANCOCK
357,1,83°16′26″ W,33°12′04″ N,HANCOCK
357,1,83°15′45″ W,33°12′30″ N,HANCOCK
357,1,83°15′43″ W,33°12′33″ N,HANCOCK
357,1,83°15′10″ W,33°14′00″ N,HANCOCK
357,1,83°15′10″ W,33°14′03″ N,HANCOCK
357,1,83°15′15″ W,33°15′29″ N,HANCOCK
357,1,83°15′12″ W,33°15′33″ N,HANCOCK
357,1,83°14′21″ W,33°15′45″ N,HANCOCK
357,1,83°13′46″ W,33°15′23″ N,HANCOCK
357,1,83°13′45″ W,33°16′37″ N,HANCOCK
357,1,83°12′14″ W,33°16′45″ N,HANCOCK
357,1,83°10′42″ W,33°17′31″ N,HANCOCK
357,1,83°10′14″ W,33°18′05″ N,HANCOCK
357,1,83°08′47″ W,33°18′33″ N,HANCOCK
357,1,83°08′45″ W,33°18′36″ N,HANCOCK
357,1,83°09′02″ W,33°19′18″ N,HANCOCK
357,1,83°08′39″ W,33°20′24″ N,HANCOCK
357,1,83°09′52″ W,33°21′18″ N,HANCOCK
357,1,83°00′47″ W,33°28′09″ N,HANCOCK
357,1,83°00′38″ W,33°28′08″ N,HANCOCK
378,1,82°56′25″ W,32°07′30″ N,TELFAIR
378,1,82°54′58″ W,32°07′27″ N,TELFAIR
378,1,82°54′52″ W,32°07′22″ N,TELFAIR
378,1,82°54′43″ W,32°07′11″ N,TELFAIR
378,1,82°54′11″ W,32°06′42″ N,TELFAIR
378,1,82°54′07″ W,32°06′34″ N,TELFAIR
378,1,82°53′58″ W,32°05′35″ N,TELFAIR
378,1,82°53′47″ W,32°05′14″ N,TELFAIR
378,1,82°53′47″ W,32°05′14″ N,TELFAIR
378,1,82°53′13″ W,32°04′47″ N,TELFAIR
378,1,82°52′13″ W,32°04′29″ N,TELFAIR
378,1,82°52′01″ W,32°04′22″ N,TELFAIR
378,1,82°51′21″ W,32°03′43″ N,TELFAIR
378,1,82°49′57″ W,32°03′34″ N,TELFAIR
378,1,82°48′36″ W,32°03′02″ N,TELFAIR
378,1,82°47′13″ W,32°01′22″ N,TELFAIR
378,1,82°46′55″ W,32°01′10″ N,TELFAIR
378,1,82°46′00″ W,32°00′42″ N,TELFAIR
378,1,82°45′41″ W,32°00′37″ N,TELFAIR
378,1,82°43′53″ W,32°00′27″ N,TELFAIR
378,1,82°43′37″ W,32°00′20″ N,TELFAIR
378,1,82°43′24″ W,32°00′11″ N,TELFAIR
378,1,82°43′13″ W,32°00′02″ N,TELFAIR
378,1,82°43′02″ W,31°59′05″ N,TELFAIR
378,1,82°42′34″ W,31°58′27″ N,TELFAIR
378,1,82°41′50″ W,31°58′02″ N,TELFAIR
378,1,82°41′41″ W,31°57′23″ N,TELFAIR
378,1,82°40′11″ W,31°56′03″ N,TELFAIR
378,1,82°39′11″ W,31°55′45″ N,TELFAIR
378,1,82°39′08″ W,31°55′42″ N,TELFAIR
378,1,82°38′44″ W,31°55′14″ N,TELFAIR
378,1,82°38′44″ W,31°55′08″ N,TELFAIR
378,1,82°38′54″ W,31°55′00″ N,TELFAIR
378,1,82°39′00″ W,31°54′59″ N,TELFAIR
378,1,82°39′20″ W,31°55′14″ N,TELFAIR
378,1,82°39′29″ W,31°55′25″ N,TELFAIR
378,1,82°40′56″ W,31°55′14″ N,TELFAIR
378,1,82°40′34″ W,31°54′41″ N,TELFAIR
378,1,82°40′38″ W,31°54′36″ N,TELFAIR
378,1,82°41′24″ W,31°54′03″ N,TELFAIR
378,1,82°41′41″ W,31°53′53″ N,TELFAIR
378,1,82°42′00″ W,31°54′13″ N,TELFAIR
378,1,82°42′37″ W,31°53′21″ N,TELFAIR
378,1,82°44′31″ W,31°52′36″ N,TELFAIR
378,1,82°45′27″ W,31°51′24″ N,TELFAIR
378,1,82°46′30″ W,31°51′45″ N,TELFAIR
378,1,82°46′35″ W,31°51′44″ N,TELFAIR
378,1,82°47′26″ W,31°51′12″ N,TELFAIR
378,1,82°47′27″ W,31°51′11″ N,TELFAIR
378,1,82°47′08″ W,31°50′15″ N,TELFAIR
378,1,82°47′10″ W,31°50′13″ N,TELFAIR
378,1,82°48′17″ W,31°49′53″ N,TELFAIR
378,1,82°49′29″ W,31°48′49″ N,TELFAIR
378,1,82°50′11″ W,31°48′58″ N,TELFAIR
378,1,82°50′16″ W,31°48′57″ N,TELFAIR
378,1,82°50′18″ W,31°48′26″ N,TELFAIR
378,1,82°51′19″ W,31°47′54″ N,TELFAIR
378,1,82°51′44″ W,31°47′01″ N,TELFAIR
378,1,82°51′46″ W,31°47′00″ N,TELFAIR
378,1,82°52′30″ W,31°46′53″ N,TELFAIR
378,1,82°52′35″ W,31°47′13″ N,TELFAIR
378,1,82°52′36″ W,31°47′13″ N,TELFAIR
378,1,82°53′15″ W,31°46′47″ N,TELFAIR
378,1,82°53′16″ W,31°46′47″ N,TELFAIR
378,1,82°53′58″ W,31°46′59″ N,TELFAIR
378,1,82°53′57″ W,31°47′29″ N,TELFAIR
378,1,82°55′08″ W,31°46′46″ N,TELFAIR
378,1,82°55′09″ W,31°46′46″ N,TELFAIR
378,1,82°56′03″ W,31°47′22″ N,TELFAIR
378,1,82°56′06″ W,31°47′22″ N,TELFAIR
378,1,82°57′20″ W,31°46′59″ N,TELFAIR
378,1,82°57′26″ W,31°46′59″ N,TELFAIR
378,1,82°57′58″ W,31°47′16″ N,TELFAIR
378,1,82°58′42″ W,31°47′36″ N,TELFAIR
378,1,82°58′45″ W,31°47′35″ N,TELFAIR
378,1,82°58′48″ W,31°47′33″ N,TELFAIR
378,1,82°59′28″ W,31°47′14″ N,TELFAIR
378,1,82°59′27″ W,31°46′36″ N,TELFAIR
378,1,82°59′28″ W,31°46′35″ N,TELFAIR
378,1,82°59′45″ W,31°46′50″ N,TELFAIR
378,1,82°59′52″ W,31°46′53″ N,TELFAIR
378,1,83°00′20″ W,31°46′29″ N,TELFAIR
378,1,83°01′40″ W,31°46′43″ N,TELFAIR
378,1,83°02′20″ W,31°47′26″ N,TELFAIR
378,1,83°03′13″ W,31°47′23″ N,TELFAIR
378,1,83°04′20″ W,31°48′06″ N,TELFAIR
378,1,83°04′49″ W,31°48′02″ N,TELFAIR
378,1,83°04′52″ W,31°48′03″ N,TELFAIR
378,1,83°05′12″ W,31°48′46″ N,TELFAIR
378,1,83°05′57″ W,31°48′30″ N,TELFAIR
378,1,83°06′21″ W,31°49′09″ N,TELFAIR
378,1,83°06′23″ W,31°49′09″ N,TELFAIR
378,1,83°06′26″ W,31°49′09″ N,TELFAIR
378,1,83°06′38″ W,31°48′34″ N,TELFAIR
378,1,83°06′42″ W,31°48′33″ N,TELFAIR
378,1,83°07′47″ W,31°48′37″ N,TELFAIR
378,1,83°07′51″ W,31°48′38″ N,TELFAIR
378,1,83°08′19″ W,31°48′53″ N,TELFAIR
378,1,83°08′22″ W,31°48′54″ N,TELFAIR
378,1,83°08′05″ W,31°49′27″ N,TELFAIR
378,1,83°09′08″ W,31°49′29″ N,TELFAIR
378,1,83°09′08″ W,31°49′54″ N,TELFAIR
378,1,83°10′18″ W,31°50′31″ N,TELFAIR
378,1,83°10′20″ W,31°50′33″ N,TELFAIR
378,1,83°10′32″ W,31°50′45″ N,TELFAIR
378,1,83°10′40″ W,31°50′53″ N,TELFAIR
378,1,83°11′00″ W,31°51′32″ N,TELFAIR
378,1,83°11′01″ W,31°51′35″ N,TELFAIR
378,1,83°10′52″ W,31°52′45″ N,TELFAIR
378,1,83°11′32″ W,31°52′31″ N,TELFAIR
378,1,83°11′58″ W,31°52′47″ N,TELFAIR
378,1,83°12′27″ W,31°53′45″ N,TELFAIR
378,1,83°12′27″ W,31°53′47″ N,TELFAIR
378,1,83°12′21″ W,31°54′01″ N,TELFAIR
378,1,83°07′17″ W,31°58′21″ N,TELFAIR
378,1,83°01′01″ W,32°03′35″ N,TELFAIR
378,1,82°56′31″ W,32°07′27″ N,TELFAIR
378,1,82°57′20″ W,32°08′07″ N,TELFAIR
378,1,82°57′15″ W,32°08′11″ N,TELFAIR
378,1,82°56′04″ W,32°09′12″ N,TELFAIR
378,1,82°55′40″ W,32°08′07″ N,TELFAIR
386,1,85°02′12″ W,33°54′16″ N,HARALSON
386,1,85°02′16″ W,33°49′10″ N,HARALSON
386,1,85°02′17″ W,33°48′43″ N,HARALSON
386,1,85°02′58″ W,33°48′44″ N,HARALSON
386,1,85°03′03″ W,33°42′53″ N,HARALSON
386,1,85°04′00″ W,33°42′54″ N,HARALSON
386,1,85°03′59″ W,33°42′39″ N,HARALSON
386,1,85°06′06″ W,33°41′48″ N,HARALSON
386,1,85°07′00″ W,33°41′29″ N,HARALSON
386,1,85°07′47″ W,33°41′30″ N,HARALSON
386,1,85°08′21″ W,33°42′00″ N,HARALSON
386,1,85°08′21″ W,33°42′00″ N,HARALSON
386,1,85°17′23″ W,33°39′08″ N,HARALSON
386,1,85°20′18″ W,33°39′11″ N,HARALSON
386,1,85°22′40″ W,33°51′30″ N,HARALSON
386,1,85°23′12″ W,33°54′06″ N,HARALSON
386,1,85°23′17″ W,33°54′31″ N,HARALSON
386,1,85°12′46″ W,33°54′23″ N,HARALSON
386,1,85°03′01″ W,33°54′16″ N,HARALSON
449,1,85°28′00″ W,34°58′59″ N,DADE
449,1,85°21′55″ W,34°59′00″ N,DADE
449,1,85°22′29″ W,34°57′43″ N,DADE
449,1,85°25′06″ W,34°53′59″ N,DADE
449,1,85°26′02″ W,34°52′28″ N,DADE
449,1,85°27′02″ W,34°49′54″ N,DADE
449,1,85°27′01″ W,34°45′33″ N,DADE
449,1,85°27′34″ W,34°45′06″ N,DADE
449,1,85°27′43″ W,34°43′54″ N,DADE
449,1,85°29′26″ W,34°41′57″ N,DADE
449,1,85°29′27″ W,34°40′10″ N,DADE
449,1,85°32′03″ W,34°37′26″ N,DADE
449,1,85°33′41″ W,34°45′00″ N,DADE
449,1,85°34′34″ W,34°49′26″ N,DADE
449,1,85°35′49″ W,34°56′02″ N,DADE
449,1,85°36′19″ W,34°59′05″ N,DADE
464,1,85°22′30″ W,34°35′22″ N,CHATTOOGA
464,1,85°12′23″ W,34°35′20″ N,CHATTOOGA
464,1,85°06′28″ W,34°35′15″ N,CHATTOOGA
464,1,85°07′29″ W,34°33′03″ N,CHATTOOGA
464,1,85°08′52″ W,34°30′54″ N,CHATTOOGA
464,1,85°10′04″ W,34°27′38″ N,CHATTOOGA
464,1,85°10′12″ W,34°27′17″ N,CHATTOOGA
464,1,85°10′42″ W,34°26′31″ N,CHATTOOGA
464,1,85°10′49″ W,34°26′11″ N,CHATTOOGA
464,1,85°10′50″ W,34°26′10″ N,CHATTOOGA
464,1,85°11′22″ W,34°26′03″ N,CHATTOOGA
464,1,85°12′54″ W,34°25′47″ N,CHATTOOGA
464,1,85°13′21″ W,34°24′56″ N,CHATTOOGA
464,1,85°14′12″ W,34°24′56″ N,CHATTOOGA
464,1,85°14′29″ W,34°24′56″ N,CHATTOOGA
464,1,85°14′29″ W,34°24′44″ N,CHATTOOGA
464,1,85°14′51″ W,34°24′30″ N,CHATTOOGA
464,1,85°14′57″ W,34°24′26″ N,CHATTOOGA
464,1,85°14′57″ W,34°24′06″ N,CHATTOOGA
464,1,85°15′41″ W,34°23′56″ N,CHATTOOGA
464,1,85°15′49″ W,34°23′55″ N,CHATTOOGA
464,1,85°15′54″ W,34°23′47″ N,CHATTOOGA
464,1,85°16′01″ W,34°23′42″ N,CHATTOOGA
464,1,85°16′49″ W,34°23′22″ N,CHATTOOGA
464,1,85°20′06″ W,34°22′11″ N,CHATTOOGA
464,1,85°21′48″ W,34°20′20″ N,CHATTOOGA
464,1,85°22′12″ W,34°19′32″ N,CHATTOOGA
464,1,85°22′58″ W,34°18′12″ N,CHATTOOGA
464,1,85°22′46″ W,34°17′57″ N,CHATTOOGA
464,1,85°22′44″ W,34°17′46″ N,CHATTOOGA
464,1,85°22′46″ W,34°17′43″ N,CHATTOOGA
464,1,85°23′14″ W,34°17′10″ N,CHATTOOGA
464,1,85°23′52″ W,34°17′10″ N,CHATTOOGA
464,1,85°25′50″ W,34°17′11″ N,CHATTOOGA
464,1,85°27′44″ W,34°17′11″ N,CHATTOOGA
464,1,85°29′04″ W,34°23′35″ N,CHATTOOGA
464,1,85°29′57″ W,34°27′36″ N,CHATTOOGA
464,1,85°31′38″ W,34°35′19″ N,CHATTOOGA
493,1,81°18′32″ W,31°20′06″ N,McINTOSH
493,1,81°18′30″ W,31°20′06″ N,McINTOSH
493,2,81°18′22″ W,31°20′06″ N,McINTOSH
493,2,81°18′21″ W,31°20′07″ N,McINTOSH
493,3,81°17′17″ W,31°22′06″ N,McINTOSH
493,3,81°17′17″ W,31°22′06″ N,McINTOSH
493,4,81°18′49″ W,31°21′59″ N,McINTOSH
493,4,81°18′53″ W,31°22′00″ N,McINTOSH
493,5,81°17′55″ W,31°22′33″ N,McINTOSH
493,5,81°17′53″ W,31°22′36″ N,McINTOSH
493,6,81°18′20″ W,31°22′22″ N,McINTOSH
493,6,81°18′20″ W,31°22′23″ N,McINTOSH
493,7,81°19′04″ W,31°27′13″ N,McINTOSH
493,7,81°19′09″ W,31°27′16″ N,McINTOSH
493,8,81°17′38″ W,31°29′01″ N,McINTOSH
493,8,81°17′41″ W,31°29′04″ N,McINTOSH
493,9,81°15′57″ W,31°31′54″ N,McINTOSH
493,9,81°16′00″ W,31°31′54″ N,McINTOSH
493,10,81°11′23″ W,31°32′01″ N,McINTOSH
493,10,81°10′38″ W,31°31′01″ N,McINTOSH
493,10,81°11′23″ W,31°30′13″ N,McINTOSH
493,10,81°12′18″ W,31°28′23″ N,McINTOSH
493,10,81°13′34″ W,31°26′54″ N,McINTOSH
493,10,81°13′36″ W,31°26′13″ N,McINTOSH
493,10,81°14′16″ W,31°25′56″ N,McINTOSH
493,10,81°14′59″ W,31°25′00″ N,McINTOSH
493,10,81°15′15″ W,31°25′21″ N,McINTOSH
493,10,81°15′06″ W,31°24′56″ N,McINTOSH
493,10,81°16′00″ W,31°23′07″ N,McINTOSH
493,10,81°16′50″ W,31°23′02″ N,McINTOSH
493,10,81°17′43″ W,31°23′50″ N,McINTOSH
493,10,81°17′59″ W,31°24′41″ N,McINTOSH
493,10,81°17′05″ W,31°27′14″ N,McINTOSH
493,10,81°16′23″ W,31°27′40″ N,McINTOSH
