84.63722,32.53472,CHATTAHOOCHEE
84.63778,32.51333,CHATTAHOOCHEE
84.63833,32.49472,CHATTAHOOCHEE
84.65250,32.49500,CHATTAHOOCHEE
84.65722,32.49500,CHATTAHOOCHEE
84.65861,32.44167,CHATTAHOOCHEE
84.65750,32.44139,CHATTAHOOCHEE
84.65778,32.42917,CHATTAHOOCHEE
84.65778,32.42917,CHATTAHOOCHEE
84.65833,32.29778,CHATTAHOOCHEE
84.65889,32.23278,CHATTAHOOCHEE
84.66000,32.23278,CHATTAHOOCHEE
84.67861,32.23250,CHATTAHOOCHEE
84.79333,32.23083,CHATTAHOOCHEE
84.80250,32.23083,CHATTAHOOCHEE
84.80250,32.22389,CHATTAHOOCHEE
84.80250,32.22083,CHATTAHOOCHEE
84.81389,32.23083,CHATTAHOOCHEE
84.92306,32.23083,CHATTAHOOCHEE
84.91278,32.24333,CHATTAHOOCHEE
84.92444,32.25028,CHATTAHOOCHEE
84.90722,32.24917,CHATTAHOOCHEE
84.88861,32.26083,CHATTAHOOCHEE
84.88889,32.26139,CHATTAHOOCHEE
84.92278,32.28528,CHATTAHOOCHEE
84.93472,32.29889,CHATTAHOOCHEE
84.93917,32.30111,CHATTAHOOCHEE
85.00028,32.32139,CHATTAHOOCHEE
85.00194,32.32194,CHATTAHOOCHEE
85.00278,32.32250,CHATTAHOOCHEE
85.00528,32.32500,CHATTAHOOCHEE
85.00722,32.32833,CHATTAHOOCHEE
85.00806,32.33528,CHATTAHOOCHEE
85.00806,32.33667,CHATTAHOOCHEE
85.00722,32.33889,CHATTAHOOCHEE
85.00500,32.34417,CHATTAHOOCHEE
85.00444,32.34528,CHATTAHOOCHEE
85.00417,32.34556,CHATTAHOOCHEE
84.98389,32.36250,CHATTAHOOCHEE
84.98333,32.36306,CHATTAHOOCHEE
84.98528,32.37250,CHATTAHOOCHEE
84.98417,32.37361,CHATTAHOOCHEE
84.98333,32.37389,CHATTAHOOCHEE
84.97583,32.37389,CHATTAHOOCHEE
84.97417,32.37472,CHATTAHOOCHEE
84.97194,32.37778,CHATTAHOOCHEE
84.96861,32.37889,CHATTAHOOCHEE
84.96417,32.37444,CHATTAHOOCHEE
84.95667,32.37389,CHATTAHOOCHEE
84.95611,32.37444,CHATTAHOOCHEE
84.94500,32.37611,CHATTAHOOCHEE
84.94083,32.38167,CHATTAHOOCHEE
84.93250,32.38056,CHATTAHOOCHEE
84.90361,32.39611,CHATTAHOOCHEE
84.90028,32.40194,CHATTAHOOCHEE
84.89000,32.40139,CHATTAHOOCHEE
84.88972,32.40167,CHATTAHOOCHEE
84.88167,32.41083,CHATTAHOOCHEE
84.87472,32.41278,CHATTAHOOCHEE
84.84778,32.41500,CHATTAHOOCHEE
84.81889,32.41278,CHATTAHOOCHEE
84.80694,32.42250,CHATTAHOOCHEE
84.79278,32.41389,CHATTAHOOCHEE
84.78194,32.42472,CHATTAHOOCHEE
84.76806,32.42056,CHATTAHOOCHEE
84.76667,32.43500,CHATTAHOOCHEE
84.75167,32.45750,CHATTAHOOCHEE
84.74472,32.45917,CHATTAHOOCHEE
84.74333,32.47194,CHATTAHOOCHEE
84.72917,32.49361,CHATTAHOOCHEE
84.73083,32.49833,CHATTAHOOCHEE
84.72472,32.50750,CHATTAHOOCHEE
84.72417,32.50778,CHATTAHOOCHEE
84.70194,32.51861,CHATTAHOOCHEE
84.70194,32.51889,CHATTAHOOCHEE
84.69444,32.51861,CHATTAHOOCHEE
84.67806,32.51889,CHATTAHOOCHEE
84.65194,32.53306,CHATTAHOOCHEE
84.65056,32.53444,CHATTAHOOCHEE
84.64333,32.53611,CHATTAHOOCHEE
