83.11556,34.26222
83.07778,34.22694
83.05139,34.20389
83.09528,34.16194
83.06778,34.15500
83.06750,34.15472
83.06083,34.14778
83.04861,34.12944
83.04806,34.12111
83.03167,34.11333
83.03611,34.09806
83.01306,34.07750
83.00556,34.07889
82.99028,34.06389
82.98750,34.05139
82.97778,34.04861
82.97639,34.04333
82.98417,34.03556
82.99028,34.03778
83.00194,34.03111
83.02917,34.03111
83.04861,34.01611
83.04917,34.01611
83.07750,34.02500
83.09083,34.03500
83.10111,34.02500
83.12417,34.04778
83.13389,34.04639
83.16389,34.03500
83.18389,34.02000
83.19278,34.01083
83.21194,34.00278
83.22083,34.00056
83.22500,33.99806
83.23278,33.99583
83.24111,33.99417
83.26000,33.99194
83.26500,33.99194
83.26750,33.99194
83.25861,33.99917
83.26361,34.00639
83.26444,34.00667
83.26583,34.00639
83.29444,34.00806
83.32194,34.02694
83.36000,34.04056
83.38694,34.05000
83.38694,34.05028
83.37528,34.07139
83.38139,34.07861
83.37528,34.08167
83.37444,34.08194
83.37417,34.09028
83.35722,34.11611
83.35722,34.12500
83.35778,34.13556
83.36167,34.15861
83.36361,34.16389
83.37944,34.17139
83.38556,34.18222
83.39389,34.18528
83.40278,34.19750
83.40028,34.20056
83.37278,34.20583
83.36611,34.21028
83.35861,34.22306
83.35472,34.22389
83.35194,34.22444
83.34472,34.23611
83.34417,34.23639
83.32861,34.24889
83.31389,34.25444
83.31361,34.25917
83.29972,34.26417
83.29806,34.26444
83.29778,34.26444
83.29750,34.26444
83.28694,34.25333
83.27694,34.25444
83.25083,34.24361
83.23694,34.24806
83.21417,34.24306
83.20306,34.24806
83.17306,34.23889
83.11306,34.27361
