85.26500,34.98500
85.26472,34.85417
85.20222,34.85444
85.20194,34.77500
85.15972,34.77528
85.14472,34.76778
85.16889,34.72028
85.05111,34.72000
85.05083,34.72000
85.05056,34.62250
85.05528,34.62250
85.06028,34.62250
85.06056,34.58722
85.06917,34.58722
85.07222,34.58722
85.09861,34.58750
85.10778,34.58750
85.20639,34.58889
85.37500,34.58944
85.52722,34.58861
85.53417,34.62389
85.49083,34.66944
85.49056,34.69917
85.46194,34.73167
85.45944,34.75167
85.45028,34.75917
85.45056,34.83167
85.43389,34.87444
85.43361,34.87500
85.41833,34.89972
85.37472,34.96194
85.36528,34.98333
85.36083,34.98361
85.26694,34.98528
