APPLING01,gold
APPLING02,gold
BAKER01,pink 
BALDWIN01,crimson
BANKS01,gold
BARTOW01,crimson
BERRIEN01,gold
BIBB01,blue
BIBB02,blue
BROOKS01,crimson
BROOKS02,crimson
BRYAN01,pink
BULLOCH01,pink
BURKE01,blue
BUTTS01,crimson
CALHOUN01,crimson
CAMDEN01,pink
CAMDEN02,pink
CAMDEN04,pink
CAMDEN05,pink
CAMDEN06,pink
CAMDEN07,pink
CAMDEN08,pink
CAMDEN09,pink
CAMPBELL01,pink
CARROLL01,pink
CATOOSA01,green
CHARLTON01,green
CHATHAM01,black
CHATHAM02,black
CHATHAM03,black
CHATHAM04,black
CHATHAM05,black
CHATHAM06,black
CHATHAM07,black
CHATHAM08,black
CHATHAM09,black
CHATHAM10,black
CHATHAM11,black
CHATHAM12,black
CHATHAM13,black
CHATTAHOOCHEE01,pink
CHATTOOGA01,gold
CHEROKEE01,gold
CLARKE01,crimson
CLAY01,pink
CLAYTON01,pink
CLINCH01,gold
COBB01,crimson
COFFEE01,pink
COLQUITT01,green
COLUMBIA01,crimson
COWETA01,tan
CRAWFORD01,crimson
DADE01,gold
DAWSON01,green
DECATUR01,tan
DEKALB01,crimson
DODGE01,crimson
DOOLY01,crimson
DOUGHERTY01,tan
DOUGLAS01,gold
EARLY01,crimson
ECHOLS01,gold
EFFINGHAM01,gold
ELBERT01,crimson
EMANUEL01,crimson
FANNIN01,green
FAYETTE01,pink
FLOYD01,tan
FORSYTH01,gold
FRANKLIN01,pink
FULTON01,black
GILMER01,green
GLASCOCK01,gold
GLYNN01,crimson
GLYNN02,crimson
GLYNN03,crimson
GLYNN04,crimson
GLYNN05,crimson
GLYNN06,crimson
GLYNN07,crimson
GLYNN08,crimson
GLYNN09,crimson
GLYNN10,crimson
GLYNN11,crimson
GORDON01,gold
GREENE01,tan
GWINNETT01,pink
HABERSHAM01,gold
HALL01,pink
HANCOCK01,tan
HARALSON01,gold
HARRIS01,tan
HART01,pink 
HEARD01,pink 
HENRY01,crimson
HOUSTON01,tan
IRWIN01,gold
IRWIN02,gold
JACKSON01,crimson
JASPER01,crimson
JEFFERSON01,tan
JOHNSON01,gold
JONES01,crimson
LAURENS01,crimson
LEE01,crimson
LIBERTY01,crimson
LIBERTY02,crimson
LIBERTY03,crimson
LIBERTY04,crimson
LIBERTY05,crimson
LIBERTY06,crimson
LIBERTY07,crimson
LIBERTY08,crimson
LIBERTY09,crimson
LINCOLN01,pink
LOWNDES01,crimson  
LUMPKIN01,green
MACON01,crimson
MADISON01,pink
MARION01,pink
MARION02,pink
MARION03,pink
McDUFFIE01,crimson
McINTOSH01,crimson
McINTOSH02,crimson
McINTOSH03,crimson
McINTOSH04,crimson
McINTOSH05,crimson
McINTOSH06,crimson
McINTOSH07,crimson
McINTOSH08,crimson
McINTOSH09,crimson
McINTOSH10,crimson
McINTOSH11,crimson
MERIWETHER01,tan
MILLER01,gold
MILTON01,green
MITCHELL01,crimson
MONROE01,tan
MONTGOMERY01,pink
MORGAN01,tan
MURRAY01,green
MUSCOGEE01,tan
NEWTON01,crimson
OCONEE01,pink
OGLETHORPE01,tan
PAULDING01,gold
PICKENS01,green
PIERCE01,gold
PIKE01,crimson
POLK01,pink
PULASKI01,tan
PUTNAM01,tan
QUITMAN01,pink
RABUN01,green
RANDOLPH01,crimson
RICHMOND01,blue
ROCKDALE01,pink
SCHLEY01,pink
SCREVEN01,pink
SPALDING01,crimson
STEWART01,tan
SUMTER01,chocolate
TALBOT01,crimson
TALBOT02,crimson
TALBOT03,crimson
TALBOT04,crimson
TALBOT05,crimson
TALIAFERRO01,pink
TATTNALL01,pink
TAYLOR01,pink
TAYLOR02,pink
TAYLOR03,pink
TELFAIR01,gold
TERRELL01,crimson
THOMAS01,chocolate
TOWNS01,green
TROUP01,tan
TWIGGS01,crimson
TWIGGS02,crimson
UNION01,green
UPSON01,crimson
WALKER01,gold
WALTON01,crimson
WARE01,pink
WARREN01,crimson
WASHINGTON01,tan
WAYNE01,gold
WEBSTER01,pink
WHITE01,green
WHITFIELD01,gold
WILCOX01,pink
WILCOX02,pink
WILCOX03,pink
WILKES01,tan
WILKINSON01,crimson
WORTH01,pink
WORTH02,pink
