"Romaine",73.3216
"Servie",72.6727
"Russie",72.6727
"Negroes, U.S.A.",57.1000
"Hongrie",55.8023
"Italie",44.1227
"Autriche",35.0386
"Ireland",25.3057
"France",12.9773
"Suede",0.6489
