83.93667,34.98750
83.94611,34.97083
83.93583,34.96528
83.92694,34.95556
83.91833,34.94278
83.91806,34.92889
83.91528,34.92694
83.85694,34.91222
83.85639,34.89944
83.83222,34.89972
83.84028,34.90944
83.82028,34.91389
83.81972,34.91389
83.81250,34.90917
83.81222,34.90889
83.80917,34.90500
83.80833,34.90417
83.80472,34.89611
83.81222,34.87306
83.80917,34.85972
83.79167,34.84333
83.79639,34.82611
83.78056,34.81833
83.78028,34.79278
83.78583,34.79167
83.78944,34.79083
83.81139,34.78611
83.82556,34.77889
83.82583,34.77861
83.83083,34.76583
83.82500,34.74389
83.82500,34.74361
83.82944,34.73083
83.83500,34.72917
83.84028,34.72500
83.85639,34.72222
83.85639,34.72222
83.85694,34.72222
83.86972,34.72750
83.87000,34.72750
83.87750,34.72333
83.89306,34.72583
83.90000,34.73222
83.92139,34.73750
83.93917,34.74083
83.93972,34.74083
83.94778,34.73750
83.97167,34.72333
83.98472,34.71417
83.98500,34.71389
83.98889,34.70778
83.99444,34.67861
84.02417,34.67083
84.03056,34.65250
84.03861,34.65167
84.03639,34.64222
84.03639,34.64194
84.04556,34.64056
84.06778,34.64806
84.07111,34.65722
84.08861,34.65139
84.12500,34.66444
84.13667,34.66111
84.14583,34.64694
84.14833,34.64583
84.15750,34.64806
84.15750,34.64889
84.10361,34.72806
84.09306,34.72778
84.09333,34.80167
84.12389,34.79611
84.14167,34.80722
84.14750,34.83778
84.14750,34.84472
84.14250,34.85417
84.12889,34.86472
84.11917,34.86528
84.11389,34.87028
84.10722,34.88694
84.11444,34.88972
84.13361,34.91639
84.14917,34.91972
84.16083,34.92694
84.17083,34.93750
84.17889,34.94694
84.17917,34.95083
84.17889,34.95222
84.17444,34.95722
84.17194,34.95972
84.12944,34.98750
