82.75500,34.27611
82.75278,34.27389
82.74667,34.26639
82.74278,34.25111
82.74194,34.21000
82.73278,34.19528
82.73194,34.17833
82.71750,34.15056
82.70417,34.14111
82.67722,34.13167
82.65917,34.10361
82.64167,34.09222
82.64389,34.07222
82.64278,34.07056
82.62694,34.06333
82.60972,34.04000
82.59444,34.02861
82.58917,34.00000
82.57556,33.99194
82.58056,33.98250
82.56444,33.95583
82.60250,33.97972
82.61028,33.98167
82.62750,33.98111
82.63028,33.98056
82.63917,33.97278
82.64000,33.97278
82.64194,33.98333
82.64611,33.98472
82.65528,33.99083
82.70056,33.98139
82.72500,33.98444
82.72667,33.98417
82.75528,33.97194
82.77944,33.97083
82.81389,33.98194
82.82139,33.98861
82.83972,33.99250
82.84361,33.98333
82.86361,33.98306
82.88194,34.00083
82.90556,34.00417
82.90528,34.01167
82.90639,34.01194
82.91750,34.00611
82.92722,34.00722
82.94194,34.01472
82.94250,34.01528
82.93417,34.02750
82.94333,34.02750
82.95278,34.03778
82.95389,34.03806
82.96194,34.03556
82.97583,34.04278
82.97639,34.04333
82.98750,34.05139
82.99028,34.06389
83.00472,34.07806
83.00556,34.07889
83.01306,34.07750
83.03611,34.09806
83.03167,34.11333
83.04806,34.12111
83.04861,34.12944
83.06667,34.15417
83.06750,34.15472
83.09528,34.16194
83.05139,34.20389
83.03833,34.21639
82.99444,34.22778
82.92500,34.24556
82.92250,34.24361
82.91528,34.24806
82.85000,34.26444
82.83944,34.26944
82.82389,34.27056
82.81444,34.27667
82.77306,34.28889
