82.97111,30.86917
82.84639,30.83500
82.83056,30.81083
82.83222,30.78306
82.81583,30.77583
82.80583,30.75083
82.79528,30.74222
82.76694,30.73250
82.73000,30.72944
82.69194,30.73417
82.67444,30.72444
82.67417,30.72444
82.67028,30.72556
82.64611,30.71861
82.63750,30.71722
82.62667,30.71861
82.62472,30.71833
82.60639,30.71417
82.59833,30.71083
82.59000,30.70611
82.57917,30.69250
82.57861,30.69083
82.58639,30.67583
82.58639,30.67472
82.58000,30.65861
82.58306,30.65750
82.58389,30.59194
82.74972,30.60111
82.86833,30.60861
82.97361,30.61472
83.05583,30.61944
83.13667,30.62389
83.13556,30.64500
83.11806,30.64472
83.11778,30.65750
83.13528,30.65778
83.13583,30.72194
83.13028,30.72222
83.13472,30.72556
83.13278,30.75778
83.13667,30.77583
83.13111,30.79417
83.12556,30.80333
83.12556,30.80333
83.10444,30.80361
83.10333,30.83111
83.10333,30.83139
83.08806,30.83111
83.08806,30.84333
83.08806,30.84861
83.01972,30.84944
83.01417,30.84472
83.01167,30.84750
83.00722,30.85917
82.99333,30.86111
82.98306,30.87250
82.97139,30.86917
